faculty,title,authors,date,journal,volume,issue,pages,publisher,description
Hilary Silvia-Goldberg|It's a Nuisance: The Future of Fracking Litigation in the Wake of Parr v. Aruba Petroleum, Inc.|Hilary M Goldberg, Melanie Stallings Williams, Deborah Cours|2015|Va. Envtl. LJ|33||1||Hydraulic fracturing, or" fracking," is a polarizing topic, having earned both staunch advocates who see its possibilities for the domestic production of energy and ardent opponents who anticipate dire consequences resulting from its environmental impact. The practice has resulted in over one hundred lawsuits filed by private plaintiffs, none of which have gone to verdict prior to the recent jury decision in Parr v. Aruba Petroleum, Inc. 1 Because its result did not rest on a conclusion that the practice of fracking itself constituted a compensable wrong, Parr neither vindicated the oil and gas industry by exonerating it nor validated critics of fracking. Instead, the decision, based on a single cause of action of intentional private nuisance, demonstrated that juries were willing to find in favor of private plaintiffs even without a showing that fracking itself resulted in direct harm to the lives and property of those living nearby. The jury … 
Casey terHorst|The risk of polyspermy in three congeneric sea urchins and its implications for gametic incompatibility and reproductive isolation|Don R Levitan, Casey P TerHorst, Nicole D Fogarty|2007/8|Evolution|61|8|2007-2014|Blackwell Publishing Inc|Developmental failure caused by excess sperm (polyspermy) is thought to be an important mechanism driving the evolution of gamete‐recognition proteins, reproductive isolation, and speciation in marine organisms. However, these theories assume that there is heritable variation in the susceptibility to polyspermy and that this variation is related to the overall affinity between sperm and eggs. These assumptions have not been critically examined. We investigated the relationship between ease of fertilization and susceptibility to polyspermy within and among three congeneric sea urchins. The results from laboratory studies indicate that, both within and among species, individuals and species that produce eggs capable of fertilization at relatively low sperm concentrations are more susceptible to polyspermy, whereas individuals and species producing eggs that require higher concentrations of sperm to be fertilized … 
Casey terHorst|Evolution of prey in ecological time reduces the effect size of predators in experimental microcosms|Thomas E Miller, Don R Levitan|2010/3/1|Ecology|91|3|629-636|Wiley-Blackwell|Ecologists have long studied the effect of predators on prey population abundance while evolutionary biologists have measured prey trait evolution in response to predation. Ecological and evolutionary processes were generally thought to occur on different time scales, but recent evidence suggests that evolution may alter the ecological effects of predation over the course of ecological experiments. We used a protozoan and its mosquito‐larvae predator, naturally found in the water‐filled leaves of pitcher plants, to examine the effect of prey evolution on predator–prey interactions. In experiments conducted over 12 days (approximately 50 prey generations, but less than one predator generation), we measured a decrease in the effect of mosquito larvae predators on protozoa prey populations. In a separate set of experiments, we found that the presence of predators corresponded with evolution of smaller cell size … 
Casey terHorst|FERTILIZATION SUCCESS CAN DRIVE PATTERNS OF PHASE DOMINANCE IN COMPLEX LIFE HISTORIES1|Janna Fierst, Casey TerHorst, Janet E Kübler, Steve Dudgeon|2005/4|Journal of phycology|41|2|238-249|Blackwell Science Inc|Many algal life cycles alternate between two free‐living generations. Life histories in which the two generations look identical (isomorphic) are common, particularly in the Rhodophyta. Reports of natural populations dominated by one generation of the life history have sought explanation in terms of phase‐specific differences in mortality and reproductive output, yet in many cases identification of these adaptations has been elusive or inconsistent with predictions. We hypothesized that the gametophyte‐to‐sporophyte ratio of ecologically equivalent isomorphs could result from variation in fertilization rate. We developed two models to test this hypothesis: one representing a generalized isomorphic life history and the other specific to red algae with a Polysiphonia‐type life history. Fertilization rate affected the gametophyte‐to‐sporophyte ratio, especially at low fertilization rates. In the general model, gametophytes … 
Casey terHorst|Evolution in response to direct and indirect ecological effects in pitcher plant inquiline communities|Casey P TerHorst|2010/10/18|The American Naturalist|176|6|675-685|The University of Chicago Press|Ecologists have long recognized the importance of indirect ecological effects on species abundances, coexistence, and diversity. However, the evolutionary consequences of indirect interactions are rarely considered. Here I conduct selection experiments and examine the evolutionary response of Colpoda sp., a ciliated protozoan, to other members of the inquiline community of purple pitcher plants (Sarracenia purpurea). I measured the evolution of six traits in response to (1) predation by mosquito larvae, (2) competition from other ciliated protozoans, and (3) simultaneous predation and competition. The latter treatment incorporated both direct effects and indirect effects due to interactions between predators and competitors. Population growth rate and cell size evolved in response to direct effects of predators and competitors. However, trait values in the multispecies treatment were similar to those in the … 
Casey terHorst|The relative importance of rapid evolution for plant-microbe interactions depends on ecological context|Casey P terHorst, Jay T Lennon, Jennifer A Lau|2014/6/22|Proceedings of the Royal Society B: Biological Sciences|281|1785|20140028|The Royal Society|Evolution can occur on ecological time-scales, affecting community and ecosystem processes. However, the importance of evolutionary change relative to ecological processes remains largely unknown. Here, we analyse data from a long-term experiment in which we allowed plant populations to evolve for three generations in dry or wet soils and used a reciprocal transplant to compare the ecological effect of drought and the effect of plant evolutionary responses to drought on soil microbial communities and nutrient availability. Plants that evolved under drought tended to support higher bacterial and fungal richness, and increased fungal : bacterial ratios in the soil. Overall, the magnitudes of ecological and evolutionary effects on microbial communities were similar; however, the strength and direction of these effects depended on the context in which they were measured. For example, plants that evolved in dry … 
Casey terHorst|Eco‐evolutionary dynamics in plant–soil feedbacks|Casey P terHorst, Peter C Zee|2016/7/1|Functional ecology|30|7|1062-1072||1. In the past decade, ecologists have begun to more fully appreciate the role of evolution in explaining contemporary ecological processes. Evolution is most likely to affect ecological patterns when selection pressure is particularly strong, or when the generation time of at least one interacting species is relatively short. 
Casey terHorst|Quantifying nonadditive selection caused by indirect ecological effects|Jennifer A Lau, Idelle A Cooper, Kane R Keller, Raffica J La Rosa, Anne M Royer, Elizabeth H Schultheis, Tomomi Suwa, Jeffrey K Conner|2015/9/1|Ecology|96|9|2360-2369|Wiley-Blackwell|In natural biological communities, species interact with many other species. Multiple species interactions can lead to indirect ecological effects that have important fitness consequences and can cause nonadditive patterns of natural selection. Given that indirect ecological effects are common in nature, nonadditive selection may also be quite common. As a result, quantifying nonadditive selection resulting from indirect ecological effects may be critical for understanding adaptation in natural communities composed of many interacting species. We describe how to quantify the relative strength of nonadditive selection resulting from indirect ecological effects compared to the strength of pairwise selection. We develop a clear method for testing for nonadditive selection caused by indirect ecological effects and consider how it might affect adaptation in multispecies communities. We use two case studies to illustrate how … 
Casey terHorst|Testing successional hypotheses of stability, heterogeneity, and diversity in pitcher-plant inquiline communities|Thomas E Miller, Casey P terHorst|2012/9/1|Oecologia|170|1|243-251|Springer-Verlag|Succession is a foundation concept in ecology that describes changes in species composition through time, yet many successional patterns have not been thoroughly investigated. We highlight three hypotheses about succession that are often not clearly stated or tested: (1) individual communities become more stable over time, (2) replicate communities become more similar over time, and (3) diversity peaks at mid-succession. Testing general patterns of succession requires estimates of variation in trajectories within and among replicate communities. We followed replicate aquatic communities found within leaves of purple pitcher plants (Sarracenia purpurea) to test these three hypotheses. We found that stability of individual communities initially decreased, but then increased in older communities. Predation was highest in younger leaves but then declined, while competition was likely strongest in older … 
Casey terHorst|Experimental evolution of protozoan traits in response to interspecific competition|CP TerHorst|2011/1|Journal of evolutionary biology|24|1|36-46|Blackwell Publishing Ltd|Decades of experiments have demonstrated the ecological effect of competition, but experimental evidence for competitive effects on trait evolution is rare. I measured the evolution of six protozoan traits in response to competitors from the inquiline community of pitcher plants. Replicate populations of Colpoda, a ciliated protozoan, were allowed to evolve in response to intra‐ and interspecific competition for 20 days (approximately 100 generations), before traits were measured in two common garden environments. Populations that evolved with interspecific competition had smaller cell sizes, produced fewer cysts and had higher population growth rates relative to populations grown in monoculture. The presence of interspecific competitors led to differential lineage sorting, most likely by increasing the strength of selection. These results are the first to demonstrate protozoan evolution in response to competition and … 
Casey terHorst|When can competition for resources lead to ecological equivalence?|Casey P terHorst, Thomas E Miller, Eric Powell|2010|Evolutionary Ecology Research|12|7|843-854|Evolutionary Ecology, Ltd.|
Casey terHorst|Evolution in a community context: trait responses to multiple species interactions|Casey P Terhorst, Peter C Zee, Katy D Heath, Thomas E Miller, Abigail I Pastore, Swati Patel, Sebastian J Schreiber, Michael J Wade, Matthew R Walsh|2018/3/1|The American Naturalist|191|3|368-380|University of Chicago Press|Species that coexist in diverse natural communities interact in complex ways that alter each other’s abundances and affect selection on each other’s traits. Consequently, predicting trait evolution in natural communities may require understanding ecological and evolutionary dynamics involving a number of species. In August 2016, the American Society of Naturalists sponsored a symposium to explore evolution in a community context, focusing on microevolutionary processes. Here we provide an introduction to our perspectives on this topic by defining the context and describing some examples of when and how microevolutionary responses to multiple species may differ from evolution in isolation or in two-species communities. We find that indirect ecological and evolutionary effects can result in nonadditive selection and evolution that cannot be predicted from pairwise interactions. Genetic correlations of … 
Casey terHorst|The Ghost of Competition Present|TE Miller, Casey P terHorst, JH Burns|2009/3|The American Naturalist|173|3|347-353||Communities have been viewed as the end product of an assembly process that results in increasing stability through time as progressively better competitors eventually dominate the other species that can emigrate from a regional pool. Previous work has explained species assemblages based on the traits of the successful species. We suggest that the traits of unsuccessful species in the regional pool may also be important for understanding which species are successful in communities. We constructed a simulation model to study what distinguishes stable, uninvasible assemblages from other possible assemblages from a regional pool of species. Our model demonstrates that both the interactions among the successful species and the interactions between these species and unsuccessful species attempting to invade the community contribute significantly to determining success in the final stable community … 
Casey terHorst|Direct and indirect transgenerational effects alter plant-herbivore interactions|Casey P terHorst, Jennifer A Lau|2012/11/1|Evolutionary ecology|26|6|1469-1480|Springer Netherlands|Theory suggests that environmental effects with transgenerational consequences, including rapid evolution and maternal effects, may affect the outcome of ecological interactions. However, indirect effects occur when interactions between two species are altered by the presence of a third species, and can make the consequences of transgenerational effects difficult to predict. We manipulated the presence of insect herbivores and the competitor Medicago polymorpha in replicated Lotus wrangelianus populations. After one generation, we used seeds from the surviving Lotus to initiate a reciprocal transplant experiment to measure how transgenerational effects altered ecological interactions between Lotus, Medicago, and insect herbivores. Herbivore leaf damage and Lotus fecundity were dependent on both parental and offspring environmental conditions. The presence of insect herbivores and Medicago in … 
Casey terHorst|A shift from exploitation to interference competition with increasing density affects population and community dynamics|Erica M Holdridge, Catalina Cuellar‐Gempeler, Casey P terHorst|2016/8|Ecology and evolution|6|15|5333-5341||Intraspecific competition influences population and community dynamics and occurs via two mechanisms. Exploitative competition is an indirect effect that occurs through use of a shared resource and depends on resource availability. Interference competition occurs by obstructing access to a resource and may not depend on resource availability. Our study tested whether the strength of interference competition changes with protozoa population density. We grew experimental microcosms of protozoa and bacteria under different combinations of protozoan density and basal resource availability. We then solved a dynamic predator–prey model for parameters of the functional response using population growth rates measured in our experiment. As population density increased, competition shifted from exploitation to interference, and competition was less dependent on resource levels. Surprisingly, the effect of … 
Casey terHorst|Rethinking niche evolution: experiments with natural communities of protozoa in pitcher plants|Thomas E Miller, Emma R Moran, Casey P terHorst|2014/6/16|The American Naturalist|184|2|277-283|University of Chicago Press|Classic niche theory predicts that competing species will evolve to use different resources and interact less, whereas recent niche-converge ideas predict that species evolve to use similar resources and interact more. Most data supporting niche evolution are based on observations of contemporary niche use, whereas experimental support is quite sparse. We followed the evolution of four species of Protozoa during succession in the water-filled leaves of the pitcher plant, Sarracenia purpurea, and found that evolution in multispecies systems follows a surprising pattern. Over several hundred generations, weak competitors evolved to be stronger, while strong competitors evolved to become weaker, which does not conform to expectations of either niche divergence or convergence. Evolution in this system appears to occur in response to characteristics of a suite of several competitors in the community, rather than … 
Casey terHorst|Causes and consequences of failed adaptation to biological invasions: the role of ecological constraints|Jennifer A Lau, Casey P Terhorst|2015/5|Molecular ecology|24|9|1987-1998||Biological invasions are a major challenge to native communities and have the potential to exert strong selection on native populations. As a result, native taxa may adapt to the presence of invaders through increased competitive ability, increased antipredator defences or altered morphologies that may limit encounters with toxic prey. Yet, in some cases, species may fail to adapt to biological invasions. Many challenges to adaptation arise because biological invasions occur in complex species‐rich communities in spatially and temporally variable environments. Here, we review these ‘ecological’ constraints on adaptation, focusing on the complications that arise from the need to simultaneously adapt to multiple biotic agents and from temporal and spatial variation in both selection and demography. Throughout, we illustrate cases where these constraints might be especially important in native populations faced … 
Casey terHorst|Measuring ecosystem function: consequences arising from variation in biomass-productivity relationships|C terhorst, P Munguia|2008/6/1|Community ecology|9|1|39-44|Akadémiai Kiadó|Species diversity loss is expected to alter ecosystem function, but previous work has demonstrated inconsistent relationships between these two factors. Productivity is the most common measure of ecosystem function, but given the difficulty in measuring productivity, standing biomass or change in biomass are frequently used as proxy measures. A review of the recent ecosystem-function literature revealed that 93% of studies measure productivity as biomass, thereby assuming a strong positive relationship between these two variables. We tested this assumption by measuring biomass and productivity in seagrass beds in the Gulf of Mexico. We found that the relationship between standing biomass and productivity could be positive or negative, depending on site. Change in biomass over months inconsistently underestimated short-term productivity. The relationship between biomass and productivity may depend … 
Casey terHorst|Evolution as a coexistence mechanism: Does genetic architecture matter?|Sebastian J Schreiber, Swati Patel, Casey terHorst|2018/3/1|The American Naturalist|191|3|407-420|University of Chicago Press|Species sharing a prey or a predator species may go extinct due to exploitative or apparent competition. We examine whether evolution of the shared species acts as a coexistence mechanism and to what extent the answer depends on the genetic architecture underlying trait evolution. In our models of exploitative and apparent competition, the shared species evolves its defense or prey use. Evolving species are either haploid or diploid. A single locus pleiotropically determines prey nutritional quality and predator attack rates. When pleiotropy is sufficiently antagonistic (e.g., nutritional prey are harder to capture), eco-evolutionary assembly culminates in one of two stable states supporting only two species. When pleiotropy is weakly antagonistic or synergistic, assembly is intransitive: species-genotype pairs are cyclically displaced by rare invasions of the missing genotypes or species. This intransitivity allows for … 
Casey terHorst|Genetic variation in invasive species response to direct and indirect species interactions|Casey P terHorst, Jennifer A Lau|2015/2/1|Biological invasions|17|2|651-659|Springer International Publishing|Biotic resistance to invasion arises from strong species interactions that decrease the fitness and population growth rates of potential invaders. Strong, direct interactions such as predation and competition are typically thought to drive biotic resistance, but in diverse communities, indirect interactions among species may also affect biotic resistance. Further, genetic variation in traits of the invading species that affect species interactions may allow some genotypes to overcome biotic resistance. We investigated the direct and indirect effects of a native legume (Acmispon wrangelianus) and insect herbivores on the fitness of different genotypes of an invasive legume (Medicago polymorpha) in a California grassland. Insect herbivores decreased Medicago fitness, but only in the presence of Acmispon, suggesting that indirect interactions mediated through insects and Acmispon are important for deterring … 
Casey terHorst|Beyond the patch: disturbance affects species abundances in the surrounding community|Casey P terHorst, Steve R Dudgeon|2009/3/1|Journal of experimental marine biology and ecology|370|1-2|120-126|Elsevier|
Casey terHorst|Vegetative morphology and trait correlations in 54 species of Commelinaceae|Jean H Burns, Pablo Munguia, Benjamin E Nomann, Sarah J Braun, Casey P Terhorst, Thomas E Miller|2008/9/25|Botanical Journal of the Linnean Society|158|2|257-268|Oxford University Press|The morphospace of 54 species of Commelinaceae from nine genera was examined with simultaneous attention to constraints, adaptive hypotheses and relatedness. Eleven morphological traits, including leaf length and width, angle between the leaves and internode distances, were measured for each species and analysed by principal components analysis and nested analysis of variance. The results revealed a significant signal of relatedness in vegetative morphology; genus explained 20–50% of the variance in a single trait. The relationships between some traits are consistent with adaptive explanations. The findings are consistent with the prediction that evolution for optimal phyllotaxis should be relaxed as self-shading decreases, and that light availability governs leaf size and branching patterns. Constraints potentially explain some trait correlations, and support was found for the hypothesis that … 
Casey terHorst|Oviposition decreased in response to enriched water: a field study of the pitcher‐plant mosquito, Wyeomyia smithii|David Hoekman, Casey Terhorst, Allison Bauer, Sarah Braun, Paul Gignac, Robin Hopkins, Sonali Joshi, Kristina Laskis, Neil Sanscrainte, Joseph Travis, Thomas E Miller|2007/2|Ecological entomology|32|1|92-96|Blackwell Publishing Ltd|1. Environmental cues are known to influence oviposition behaviour in mosquitoes, with important consequences for larval survival and insect population dynamics. Enriched microhabitats have been shown to be preferred oviposition sites. 2. In a field experiment designed to determine whether ovipositing mosquitoes are sensitive to different levels of nutrient enrichment, new pitcher‐plant (Sarracenia purpurea) leaves were opened and enriched with 0, 2, or 20 dead ants, and the number of pitcher‐plant mosquito (Wyeomyia smithii) larvae resulting from subsequent oviposition were measured. 3. Oviposition rates were higher in leaves with low levels of enrichment (0 and 2 ants per leaf), although larval development was enhanced at the highest enrichment level. 4. Results suggest that, although these mosquito larvae are nutrient limited, ovipositing females preferentially avoid highly enriched leaves. This … 
Casey terHorst|Context-dependent orientation cues in a supratidal amphipod|Casey P terHorst|2012/1/1|Marine and freshwater behaviour and physiology|45|1|45-50|Taylor & Francis Group|Most mobile animals rely on orientation cues for either long-distance migration or to move shorter distances on a daily basis. Supratidal amphipods in the northern Gulf of Mexico regularly use orientation cues in both water and on dry sand to return to their home in seagrass wrack. I manipulated the presence of visual and magnetic cues in both water and sand. Visual cues were important for orientation in water, but magnetic cues were important on dry sand. The use of orientation cues by amphipods is context-dependent and suggests that some cues may be more reliable in different environments. 
Casey terHorst|Testing genotypic variation of an invasive plant species in response to soil disturbance and herbivory|Shannon LJ Bayliss, Jennifer A Lau, Casey P terHorst|2017/4/1|Oecologia|183|4|1135-1141|Springer Berlin Heidelberg|Herbivores, competitors, and predators can inhibit biological invasions (“biotic resistance” sensu Elton 1959), while disturbance typically promotes biological invasions. Although biotic resistance and disturbance are often considered separately in the invasion literature, these two forces may be linked. One mechanism by which disturbance may facilitate biological invasions is by decreasing the effectiveness of biotic resistance. The effects of both disturbance and biotic resistance may vary across invading genotypes, and genetic variation in the invasive propagule pool may increase the likelihood that some genotypes can overcome biotic resistance or take greater advantage of disturbance. We conducted an experimental field trial in which we manipulated soil disturbance (thatch removal and loosening soil) and the presence of insect herbivores and examined their effects on the invasion success of 44 … 
Casey terHorst|Quantifying nonadditive selection caused by indirect ecological effects: Reply|Jennifer A Lau, Jeffrey K Conner|2017/4/1|Ecology|98|4|1171-1175|Wiley-Blackwell|Indirect ecological effects can be generally classified into interaction chains and interaction modifications (Wootton 1993). Interaction chains, often called density-mediated indirect effects (Abrams 1995), result when a species alters the outcome of interactions between two other species simply because it alters the abundance of one of those species. In such chains, species only directly affect the fitness of adjacent species in the chain, while indirectly affecting the fitness of non-adjacent species. Interaction modifications, often called trait-mediated indirect effects (Abrams 1995), result when a species alters how two other species interact, without affecting their abundances. These types of indirect effects are not mutually exclusive, but in either case, these indirect ecological effects will cause nonadditive selection if the interactions influence the relationship between relative fitness and the traits that mediate the strength … 
Casey terHorst|Rapid evolution slows extinctions in food webs|Peter C Zee, Casey P terHorst, Sebastian J Schreiber|2017/1/1|bioRxiv|||107763|Cold Spring Harbor Laboratory|Historically, evolutionary changes have been thought to act on much longer time scales than ecological dynamics. However, a recent body of research has demonstrated that evolution that is rapid enough to dramatically affect ecological dynamics can lead to feedbacks between ecological and evolutionary processes. Thus, to understand the stability of ecological communities, we must also consider evolutionary change in the component species. Here, we use individual-based simulations of a quantitative genetic eco-evolutionary model to describe how trait evolution influences the stability of ecological communities. On short time scales, faster evolutionary rates decreased the probability of species extinctions as populations at low densities were rescued via trait evolution. However, on longer time scales, evolutionary had little effect on the number of extinctions. The extent of short-term evolutionary rescue depended on the source of trait variation; populations with variation generated through mutation experienced more rescue events and were less prone to extinction, relative to populations with only standing trait variation. Trait evolution leading to more rescued populations increased the stability of the community on timescales relevant to conservation. Our work highlights the importance of intraspecific trait variation and the evolutionary mechanisms maintaining this variation for community ecology, as well as management of declining populations in a community context. 
Casey terHorst|Indirect effects in communities and ecosystems|Thomas E Miller, Casey P TerHorst|2012|||||Oxford University Press|
Casey terHorst|Pick your trade-offs wisely: Predator-prey eco-evo dynamics are qualitatively different under different trade-offs|Samuel R Fleischer, Casey P terHorst, Jing Li|2018/11/7|Journal of theoretical biology|456||201-212|Academic Press|In recent decades, myriad studies have explored the population dynamics of coevolving populations of predator and prey. A variety of choices are made in these models: exponential or logistic prey growth in the absence of a predator, various forms of predator functional response, and uni- or bi-directional trait axes. In addition, some form of trade-offs are assumed in order to prevent run-away evolution of the prey and predator traits. While there is a considerable amount of theory regarding various forms of prey growth rates and predator functional responses, only a few studies have explored how different types of trade-offs affect predator-prey dynamics. Here, we compared two ditrophic coevolution models incorporating different trade-offs via dual effects of the prey trait on attack rate and either prey carrying capacity or intrinsic growth rate. We employed a standard dynamical systems approach to analyze the … 
Casey terHorst|Cell counts of Breviolum antillogorgium cultures isolated from the octocoral Antillogorgia bipinnata by sample and treatment for cultures historically grown at 26C and 30C and …|Mary Alice Coffroth, Casey terHorst|2019/3/4|||||Biological and Chemical Oceanography Data Management Office (BCO-DMO). Contact: bco-dmo-data@ whoi. edu|Cell counts of Breviolum antillogorgium cultures isolated from the octocoral Antillogorgia bipinnata by sample and treatment for cultures historically grown at 26 and 30 degrees C and reciprocally grown at 26 and 30 degrees C For a complete list of measurements, refer to the full dataset description in the supplemental file 'Dataset_description.pdf'. The most current version of this dataset is available at: https://www.bco-dmo.org/dataset/756510 
Casey terHorst|Genetic variation in Breviolum antillogorgium, a coral reef symbiont, in response to temperature and nutrients|Shannon LJ Bayliss, Zoë R Scott, Mary Alice Coffroth, Casey P terHorst|2019/3|Ecology and evolution|9|5|2803-2813||Symbionts within the family Symbiodiniaceae are important on coral reefs because they provide significant amounts of carbon to many different reef species. The breakdown of this mutualism that occurs as a result of increasingly warmer ocean temperatures is a major threat to coral reef ecosystems globally. Recombination during sexual reproduction and high rates of somatic mutation can lead to increased genetic variation within symbiont species, which may provide the fuel for natural selection and adaptation. However, few studies have asked whether such variation in functional traits exists within these symbionts. We used several genotypes of two closely related species, Breviolum antillogorgium and B. minutum, to examine variation of traits related to symbiosis in response to increases in temperature or nitrogen availability in laboratory cultures. We found significant genetic variation within and among symbiont … 
Casey terHorst|Genetic variation in mutualistic and antagonistic interactions in an invasive legume|Casey P terHorst, Camdilla Wirth, Jennifer A Lau|2018/9/1|Oecologia|188|1|159-171|Springer Berlin Heidelberg|Mutualists may play an important role in invasion success. The ability to take advantage of novel mutualists or survive and reproduce despite a lack of mutualists may facilitate invasion by those individuals with such traits. Here, we used two greenhouse studies to examine how soil microbial communities in general and mutualistic rhizobia in particular affect the performance of a legume species (Medicago polymorpha) that has invaded five continents. We performed two plant growth experiments with Medicago polymorpha, inoculating them with soil slurries in one experiment or rhizobial cultures in another experiment. For both experiments, we compared the growth of Medicago in competition with conspecific or heterospecific plants and examined variation among plant genotypes collected from the native and introduced ranges. We found that all genotypes experienced similar increases in biomass and … 
Casey terHorst|Evolution of increased Medicaco polymorpha size during invasion does not result in increased competitive ability|Zoe L Getman-Pickering, Susan M Magnoli, Jennifer A Lau, Casey P terHorst|2018/9/1|Oecologia|188|1|203-212|Springer Berlin Heidelberg|Species invading new habitats experience novel selection pressures that can lead to rapid evolution, which may contribute to invasion success and/or increased impact on native community members. Many studies have hypothesized that plants in the introduced range will be larger than those in the native range, leading to increases in competitive ability. There is mixed support for evolution of larger sizes in the introduced range, but few studies have explicitly tested whether evolutionary changes result in decreased competitive responses or increased competitive effects on other species in the community. Here, we show that introduced Medicago polymorpha genotypes produced 14% more aboveground and 41% more belowground biomass than genotypes from the native range, suggesting that evolutionary changes in size occurred after introduction. However, these size differences were only observed in … 
Casey terHorst|Predator trait evolution alters prey community composition|Erica M Holdridge, Gilberto E Flores, Casey P terHorst|2017/5/1|Ecosphere|8|5||Wiley-Blackwell|Predators have potentially strong effects on prey abundance, growth, life histories, and behavior, but the net direction and strength of these effects depend on traits in the predator population. Trait evolution that occurs on ecological timescales is common and may affect species interactions. Using laboratory microcosms of a bacterivorous ciliate (Colpidium sp.) and a diverse community of bacteria, we tested the hypothesis that predator trait evolution in response to temperature variability and nutrient concentration alters the composition of the prey community using a two‐phase experiment. The first phase consisted of a selection experiment, in which microcosm communities were randomly assigned to one of eight fully factorial treatments of high or low nutrients, variable or stable temperatures, and with or without Colpidium. The second phase was a reciprocal transplant experiment, in which a subsample of each … 
Casey terHorst|CAUSES AND CONSEQUENCES OF FAILED ADAPTATION TO BIOLOGICAL INVASIONS: THE ROLE OF ECOLOGICAL CONSTRAINTS|Jennifer A Lau, Casey P terHorst|2016/8/12|Invasion Genetics: The Baker and Stebbins Legacy|||139-151|John Wiley & Sons, Ltd|Biological invasions are a major challenge to native communities and have the potential to exert strong selection on native populations. As a result, native taxa may adapt to the presence of invaders through increased competitive ability, increased antipredator defences or altered morphologies that may limit encounters with toxic prey. Yet, in some cases, species may fail to adapt to biological invasions. Many challenges to adaptation arise because biological invasions occur in complex species‐rich communities in spatially and temporally variable environments. Here, we review these ‘ecological’ constraints on adaptation, focusing on the complications that arise from the need to simultaneously adapt to multiple biotic agents and from temporal and spatial variation in both selection and demography. Throughout, we illustrate cases where these constraints might be especially important in native populations … 
Casey terHorst|Evolution in Response to Direct and Indirect Effects in Pitcher Plant (Sarracenia purpurea) Inquiline Communities|Casey P terHorst|2010||||||The fields of community ecology and evolution are theoretically tightly linked, but in general, community ecologists discount evolution in describing the dynamics of present-day community patterns. Yet, evolution in response to strong selection pressure might affect species interactions and alter ecological patterns on a relatively short time scale. Conversely, evolutionary studies are typically limited to examining the evolution of traits in response to, at most, one other species. In more complex communities, higher-order indirect effects emerge that might have significant effects on how species evolve. Evolution in a community context provides more insight into how species evole in natural communities. This dissertation focuses on the evolution of a ciliated protozoan, Colpoda sp. that lives within the water-filled leaves of the purple pitcher plant (Sarracenia purpurea). The evolution of several traits was measured in response to the direct effects of predators (specialist mosquito larvae that live in the same inquilines community), competitors (another co-occuring ciliated protozoan) and indirect effects that emerge when both predators and competitors are present. Two traits (cell size and population growth rate) evolved in response to predation, resulting in predator avoidance and tolerance, respectively. The evolution of these traits resulted in a significant decrease of the ecological effect of predators in only 12 days (approximately 40 prey generations), but less than one predator generation. These same two traits, as well as cyst production, evolved in response to competition. However, evolution in response to the indirect effects that occurred when both … 
Cheryl Van Buskirk|Epidermal growth factor signaling induces behavioral quiescence in Caenorhabditis elegans|Cheryl Van Buskirk, Paul W Sternberg|2007/10|Nature neuroscience|10|10|1300|Nature Publishing Group|The epidermal growth factor receptor (EGFR)/ErbB receptor tyrosine kinases regulate several aspects of development, including the development of the mammalian nervous system. ErbB signaling also has physiological effects on neuronal function, with influences on synaptic plasticity and daily cycles of activity. However, little is known about the effectors of EGFR activation in neurons. Here we show that EGF signaling has a nondevelopmental effect on behavior in Caenorhabditis elegans. Ectopic expression of the EGF-like ligand LIN-3 at any stage induces a reversible cessation of feeding and locomotion. These effects are mediated by neuronal EGFR (also called LET-23) and phospholipase C–γ (PLC-γ), diacylglycerol-binding proteins, and regulators of synaptic vesicle release. Activation of EGFR within a single neuron, ALA, is sufficient to induce a quiescent state. This pathway modulates the cessation of … 
Cheryl Van Buskirk|Versatility in signalling: multiple responses to EGF receptor activation during Drosophila oogenesis|Cheryl Van Buskirk, Trudi Schüpbach|1999/1/1|Trends in cell biology|9|1|1-4|Elsevier Current Trends|The Drosophila epidermal growth factor receptor (EGFR) is active in different tissues and is involved in diverse processes such as patterning of the embryonic ectoderm, growth and differentiation of imaginal discs and cell survival. During oogenesis, the EGFR is expressed in the somatic follicle cells that surround individual oocyte nurse cell complexes. In response to germline signals, the follicle cells differentiate in a complex pattern, which in turn leads to the establishment of the egg axes. Two recent reports have shown that the strategies used to pattern posterior follicle cells are different from those used to pattern dorsal follicle cells. In posterior follicle cells, EGFR activity is translated into an on off response, whereas, in dorsal follicle cells, patterning mechanisms are initiated and refined by feedback that modulates receptor activity over time. 
Cheryl Van Buskirk|LIN-42/PERIOD controls cyclical and developmental progression of C. elegans molts|Gabriela C Monsalve, Cheryl Van Buskirk, Alison R Frand|2011/12/20|Current Biology|21|24|2033-2045|Cell Press|Background Biological timing mechanisms that integrate cyclical and successive processes are not well understood. C. elegans molting cycles involve rhythmic cellular and animal behaviors linked to the periodic reconstruction of cuticles. Molts are coordinated with successive transitions in the temporal fates of epidermal blast cells, which are programmed by genes in the heterochronic regulatory network. It was known that juveniles molt at regular 8–10 hr intervals, but the anticipated pacemaker had not been characterized. Results We find that inactivation of the heterochronic gene lin-42a, which is related to the core circadian clock gene PERIOD (PER), results in arrhythmic molts and continuously abnormal epidermal stem cell dynamics. The oscillatory expression of lin-42a in the epidermis peaks during the molts. Further, forced expression of lin-42a leads to anachronistic larval molts and lethargy in adults … 
